idCliente;Producto;Número_de_Identificación;Tipo_de_Identificación;Tipo_de_Cliente
476;VRF;20951264459;RUC;Jurídico
477;Rejilla 2 vías;20666597533;RUC;Jurídico
478;Rejilla Multifuncional;20011425290;RUC;Jurídico
479;Ventilador Tubular;20685429727;RUC;Jurídico
480;Ventilador Centrífugo;20257511937;RUC;Jurídico
481;Termostatos;20445279562;RUC;Jurídico
482;Cassette;20466050895;RUC;Jurídico
483;Cortina de Aire Industrial;20538507857;RUC;Jurídico
484;Split Ducto;20382770268;RUC;Jurídico
777;VRF;73286044;RUC;Jurídico
370;Ventilador Centrífugo;20411442034;RUC;Jurídico
371;Rejilla de Retorno;20016514237;RUC;Jurídico
372;VRV;20619933139;RUC;Jurídico
373;Filtro Metálico;20773274193;RUC;Jurídico
374;VRV;20651141039;RUC;Jurídico
375;Ventilador Centrífugo;20889270632;RUC;Jurídico
376;Cassette;20675673993;RUC;Jurídico
377;Ventilador Industrial;20515437318;RUC;Jurídico
378;Ventana;20091969037;RUC;Jurídico
379;Ducto Rectangular;20267043561;RUC;Jurídico
380;Helicocentrífugo Residencial;20599100175;RUC;Jurídico
381;Split Ducto;20016552704;RUC;Jurídico
382;Cortina de Aire Industrial;20814351551;RUC;Jurídico
383;Ventana;20840788663;RUC;Jurídico
384;Ventilador Industrial;20499875082;RUC;Jurídico
385;Helicocentrífugo Comercial ;20418123117;RUC;Jurídico
386;Ducto Circular;20662484213;RUC;Jurídico
387;Circular Residencial ;20050379817;RUC;Jurídico
388;Rejilla 3 vías;20151662716;RUC;Jurídico
389;Ventana;20255660233;RUC;Jurídico
390;Split Piso Techo;20122294716;RUC;Jurídico
391;Split Piso Techo;20029839477;RUC;Jurídico
392;Rejilla 4 vías;20297463870;RUC;Jurídico
393;Axial Residencial;20098810404;RUC;Jurídico
394;Termostatos;20210827617;RUC;Jurídico
395;Split Pared;20739457532;RUC;Jurídico
396;Filtro Metálico;20815519285;RUC;Jurídico
397;Helicocentrífugo Comercial ;20790347552;RUC;Jurídico
398;Split Pared;20594959515;RUC;Jurídico
399;Ventana;20425130047;RUC;Jurídico
400;Cinta de Aluminio;20933971732;RUC;Jurídico
401;Termostatos;20632846560;RUC;Jurídico
402;Helicocentrífugo Silent  ;20165212174;RUC;Jurídico
403;Helicocentrífugo Silent  ;20580253234;RUC;Jurídico
404;Tipo Paquete;20480847588;RUC;Jurídico
405;Termostatos;20628732631;RUC;Jurídico
406;Ventana;20929602951;RUC;Jurídico
407;Cortina de Aire Industrial;20766644302;RUC;Jurídico
408;Cassette;20682194310;RUC;Jurídico
409;Split Ducto;20095828050;RUC;Jurídico
410;Ducto Circular;20143368022;RUC;Jurídico
411;Split Piso Techo;20174874262;RUC;Jurídico
412;Axial Residencial;20930474841;RUC;Jurídico
413;Presostato;20264950266;RUC;Jurídico
414;Helicocentrífugo Residencial;20063727460;RUC;Jurídico
415;Split Ducto;20638226765;RUC;Jurídico
416;Split Pared;20063604047;RUC;Jurídico
417;Ventana;20948051222;RUC;Jurídico
418;Presostato;20956333660;RUC;Jurídico
419;Cassette;20387728785;RUC;Jurídico
420;Rejilla 2 vías;20315063646;RUC;Jurídico
421;Termostatos;20139369133;RUC;Jurídico
422;Split Ducto;20774236074;RUC;Jurídico
423;Split Piso Techo;20896541963;RUC;Jurídico
424;Split Piso Techo;20025625575;RUC;Jurídico
425;Cortina de Aire Industrial;20552961079;RUC;Jurídico
426;Tipo Paquete;20885384856;RUC;Jurídico
427;Circular Residencial ;20597971343;RUC;Jurídico
428;Rejilla de Retorno;20676742895;RUC;Jurídico
429;VRV;20067490354;RUC;Jurídico
430;Ventilador Tubular;20662432978;RUC;Jurídico
431;Cassette;20370608419;RUC;Jurídico
432;Mangas;20166496368;RUC;Jurídico
433;VRV;20574651279;RUC;Jurídico
434;Tipo Paquete;20736143708;RUC;Jurídico
435;Split Ducto;20042960530;RUC;Jurídico
436;Rejilla 4 vías;20394865120;RUC;Jurídico
437;VRF;20986546382;RUC;Jurídico
438;Tipo Paquete;20267074315;RUC;Jurídico
439;Filtro Deshumedecedor;20793277546;RUC;Jurídico
440;Split Ducto;20749006345;RUC;Jurídico
441;Tipo Paquete;20384943554;RUC;Jurídico
442;Cassette;20230956922;RUC;Jurídico
443;Helicocentrífugo Silent  ;20359749202;RUC;Jurídico
444;Fan Coil;20137384066;RUC;Jurídico
445;Termostatos;20057537096;RUC;Jurídico
446;Tipo Paquete;20552892196;RUC;Jurídico
447;Rejilla 4 vías;20640012631;RUC;Jurídico
448;Tipo Paquete;20814877695;RUC;Jurídico
449;Helicocentrífugo Residencial;20844062475;RUC;Jurídico
450;Tipo Paquete;20920687740;RUC;Jurídico
451;Manguera;20810019416;RUC;Jurídico
452;Circular Residencial ;20842782083;RUC;Jurídico
453;Filtro de Poliester;20839981850;RUC;Jurídico
454;Axial Residencial;20351149566;RUC;Jurídico
455;VRV;20099578930;RUC;Jurídico
456;Fan Coil;20017998935;RUC;Jurídico
457;Ventilador Centrífugo;20018155321;RUC;Jurídico
458;Gas Refrigerante;20780601321;RUC;Jurídico
459;Split Piso Techo;20538757529;RUC;Jurídico
460;Fan Coil;20433600927;RUC;Jurídico
461;Termostatos;20760504260;RUC;Jurídico
462;VRV;20056752611;RUC;Jurídico
463;Ventilador Centrífugo;20999194120;RUC;Jurídico
464;Rejilla Multifuncional;20261777707;RUC;Jurídico
465;Split Piso Techo;20659097567;RUC;Jurídico
466;Ducto Flexible;20829445311;RUC;Jurídico
467;Helicocentrífugo Comercial ;20383215263;RUC;Jurídico
468;Split Pared;20425095574;RUC;Jurídico
469;Split Pared;20084262886;RUC;Jurídico
470;VRV;20265146631;RUC;Jurídico
471;Cortina de Aire Industrial;20326417021;RUC;Jurídico
472;Ventilador Tubular;20799907521;RUC;Jurídico
473;Cortina de Aire Industrial;20555950817;RUC;Jurídico
474;Ventilador Industrial;20219263870;RUC;Jurídico
475;VRF;20382714220;RUC;Jurídico
476;Ducto Rectangular;20951264459;RUC;Jurídico
477;Axial Residencial;20666597533;RUC;Jurídico
478;Tubería de Cobre;20011425290;RUC;Jurídico
479;Tipo Paquete;20685429727;RUC;Jurídico
480;Split Ducto;20257511937;RUC;Jurídico
481;Fan Coil;20445279562;RUC;Jurídico
482;Helicocentrífugo Silent  ;20466050895;RUC;Jurídico
483;Llave de Paso;20538507857;RUC;Jurídico
484;Helicocentrífugo Comercial ;20382770268;RUC;Jurídico
485;Tipo Paquete;20568680306;RUC;Jurídico
486;Helicocentrífugo Comercial ;20976255221;RUC;Jurídico
487;Split Pared;20061424755;RUC;Jurídico
488;Ventana;20855392695;RUC;Jurídico
489;Ventilador Tubular;20785328277;RUC;Jurídico
490;Ventilador Tubular;20981911368;RUC;Jurídico
491;Cortina de Aire Industrial;20742934972;RUC;Jurídico
492;Cortina de Aire ;20081143811;RUC;Jurídico
493;Cassette;20970551009;RUC;Jurídico
494;Tipo Paquete;20481276053;RUC;Jurídico
495;Cinta de Aluminio;20280970417;RUC;Jurídico
496;Fan Coil;20542289305;RUC;Jurídico
497;Fan Coil;20113788142;RUC;Jurídico
498;Split Piso Techo;20990804585;RUC;Jurídico
499;VRF;20959276550;RUC;Jurídico
500;Ventilador Tubular;20932811789;RUC;Jurídico
501;Tipo Paquete;68061236;DNI;Natural
502;Split Ducto;6224670;RUC;Jurídico
503;Split Piso Techo;22824092;DNI;Natural
504;Tipo Paquete;90188188;DNI;Natural
505;Split Piso Techo;18028704;RUC;Jurídico
506;VRV;69643098;DNI;Natural
507;VRV;46026749;DNI;Natural
508;Cortina de Aire Industrial;58656442;DNI;Natural
509;Ventilador Industrial;71345752;DNI;Natural
510;Tipo Paquete;13617876;DNI;Natural
511;Rejilla Circular;12440709;DNI;Natural
512;Rejilla 4 vías;49148090;RUC;Jurídico
513;VRV;26699690;DNI;Natural
514;Fan Coil;42913150;RUC;Jurídico
515;Termostatos;84907662;DNI;Natural
516;VRF;13811650;DNI;Natural
517;Cortina de Aire Industrial;10927549;DNI;Natural
518;VRF;69026694;RUC;Jurídico
519;Helicocentrífugo Silent  ;19709960;DNI;Natural
520;VRV;62268495;DNI;Natural
521;Cassette;36628914;RUC;Jurídico
522;Ventilador Centrífugo;98889315;DNI;Natural
523;Ventilador Tubular;12391853;DNI;Natural
524;Split Piso Techo;21324575;DNI;Natural
525;Rejilla Circular;45689094;RUC;Jurídico
526;Ducto Flexible;57366569;RUC;Jurídico
527;Ventilador Tubular;73576027;RUC;Jurídico
528;Split Pared;69173067;DNI;Natural
529;Termostatos;84823298;DNI;Natural
530;Ventilador Tubular;24469013;RUC;Jurídico
531;Axial Residencial;6540319;DNI;Natural
532;Cassette;24630063;DNI;Natural
533;Split Ducto;99586619;DNI;Natural
534;Split Pared;2432872;DNI;Natural
535;Cassette;48237890;DNI;Natural
536;Fan Coil;91315142;DNI;Natural
537;Helicocentrífugo Silent  ;77500195;DNI;Natural
538;Tipo Paquete;41361263;DNI;Natural
539;Cortina de Aire ;83478096;DNI;Natural
540;Ventana;89768636;DNI;Natural
541;Tipo Paquete;47328152;RUC;Jurídico
542;Tipo Paquete;83152826;DNI;Natural
543;Split Ducto;19425021;DNI;Natural
544;Circular Residencial ;25311469;DNI;Natural
545;Helicocentrífugo Comercial ;86542164;DNI;Natural
546;Cortina de Aire ;88464428;DNI;Natural
547;Llave de Paso;61095993;RUC;Jurídico
548;Split Piso Techo;31316291;DNI;Natural
549;Rejilla 4 vías;96145309;RUC;Jurídico
550;Rejilla Doble Deflexión;87625813;RUC;Jurídico
551;Tipo Paquete;94228710;RUC;Jurídico
552;Split Ducto;38653341;RUC;Jurídico
553;Termostatos;59889548;RUC;Jurídico
554;Cortina de Aire Industrial;92602746;DNI;Natural
555;Split Piso Techo;71746717;RUC;Jurídico
556;Mangas;84771822;DNI;Natural
557;Cortina de Aire Industrial;54214356;RUC;Jurídico
558;Cortina de Aire ;34161295;DNI;Natural
559;Cassette;97905180;RUC;Jurídico
560;Ventilador Industrial;60518838;RUC;Jurídico
561;Helicocentrífugo Residencial;9281995;DNI;Natural
562;Filtro Deshumedecedor;74341685;DNI;Natural
563;Helicocentrífugo Residencial;30196610;DNI;Natural
564;Cortina de Aire ;40309980;DNI;Natural
565;Ventana;73937215;RUC;Jurídico
566;Tipo Paquete;56687260;DNI;Natural
567;Tipo Paquete;30654687;DNI;Natural
568;VRV;45766708;RUC;Jurídico
569;Cortina de Aire ;73787198;RUC;Jurídico
570;Helicocentrífugo Residencial;71018398;DNI;Natural
571;Ventana;33849035;RUC;Jurídico
572;Tipo Paquete;66625489;DNI;Natural
573;Rejilla 4 vías;52312624;DNI;Natural
574;Cortina de Aire Industrial;51741273;DNI;Natural
575;Rejilla 1 vía;5641539;DNI;Natural
576;Cortina de Aire Industrial;30010737;RUC;Jurídico
577;Split Ducto;73062085;DNI;Natural
578;Split Pared;15095108;DNI;Natural
579;Ventana;26518586;DNI;Natural
580;Helicocentrífugo Residencial;17042851;RUC;Jurídico
581;Cassette;48720470;RUC;Jurídico
582;VRV;45635170;DNI;Natural
583;Bomba de Condensado;95141344;RUC;Jurídico
584;Split Ducto;52499764;RUC;Jurídico
585;Termostatos;44075361;DNI;Natural
586;Visor Líquido;41996929;RUC;Jurídico
587;Ventilador Centrífugo;36892155;RUC;Jurídico
588;Ventana;92992019;DNI;Natural
589;Split Pared;48861568;DNI;Natural
590;Cortina de Aire Industrial;98424031;DNI;Natural
591;Helicocentrífugo Residencial;83856022;RUC;Jurídico
592;Split Piso Techo;41719274;DNI;Natural
593;Ventilador Tubular;37558389;RUC;Jurídico
594;Helicocentrífugo Comercial ;39731526;RUC;Jurídico
595;VRV;72569665;RUC;Jurídico
596;Termostatos;73446903;DNI;Natural
597;Cortina de Aire Industrial;55856455;RUC;Jurídico
598;Termostatos;47690019;RUC;Jurídico
599;Termostatos;87695672;DNI;Natural
600;Cassette;25084167;DNI;Natural
601;Repuestos;42936379;RUC;Jurídico
602;Ventana;96309362;DNI;Natural
603;Filtro Metálico;9485314;RUC;Jurídico
604;Ventilador Industrial;29210489;DNI;Natural
605;Termostatos;27011879;DNI;Natural
606;Helicocentrífugo Silent  ;98531000;DNI;Natural
607;Tipo Paquete;41635541;RUC;Jurídico
608;Tipo Paquete;88856738;RUC;Jurídico
609;Cassette;46216231;RUC;Jurídico
610;Ventana;79632392;RUC;Jurídico
611;Split Piso Techo;40930118;RUC;Jurídico
612;Ventilador Centrífugo;34059744;DNI;Natural
613;Split Ducto;21586989;DNI;Natural
614;Cortina de Aire Industrial;21495891;DNI;Natural
615;Mangas;7499616;RUC;Jurídico
616;VRF;48075447;DNI;Natural
617;Split Ducto;73559889;DNI;Natural
618;Ventana;40260593;DNI;Natural
619;Helicocentrífugo Silent  ;87228722;DNI;Natural
620;Split Ducto;37387333;DNI;Natural
621;Axial Residencial;25700837;RUC;Jurídico
622;Helicocentrífugo Residencial;40492917;RUC;Jurídico
623;Helicocentrífugo Residencial;81235668;DNI;Natural
624;Split Ducto;66263303;RUC;Jurídico
625;Split Ducto;40304184;DNI;Natural
626;Circular Residencial ;62143545;DNI;Natural
627;Ventana;97395105;RUC;Jurídico
628;Helicocentrífugo Comercial ;85953188;DNI;Natural
629;Ventana;65689412;DNI;Natural
630;Fan Coil;15849030;DNI;Natural
631;Rejilla Circular;9289032;DNI;Natural
632;Ventilador Tubular;54242245;DNI;Natural
633;Tipo Paquete;11592386;DNI;Natural
634;VRF;67319642;DNI;Natural
635;Filtro Metálico;67379302;DNI;Natural
636;Rejilla 1 vía;49833175;RUC;Jurídico
637;Helicocentrífugo Silent  ;11159021;DNI;Natural
638;VRF;10795179;DNI;Natural
639;Split Ducto;47353880;DNI;Natural
640;Ventilador Tubular;51635281;DNI;Natural
641;Tipo Paquete;75629349;DNI;Natural
642;Termostatos;55870854;DNI;Natural
643;Cassette;32571021;DNI;Natural
644;Ventilador Centrífugo;88672035;RUC;Jurídico
645;Cortina de Aire ;40684788;RUC;Jurídico
646;Split Pared;80504301;DNI;Natural
647;Split Piso Techo;71271639;RUC;Jurídico
648;Cortina de Aire ;14086869;DNI;Natural
649;Ventilador Industrial;18130029;DNI;Natural
650;Axial Residencial;4567748;DNI;Natural
651;Ventana;84123800;DNI;Natural
652;Tipo Paquete;88483415;DNI;Natural
653;Termostatos;70313367;DNI;Natural
654;Circular Residencial ;47084671;RUC;Jurídico
655;Aislamiento Térmico;70502963;RUC;Jurídico
656;Cassette;27782461;RUC;Jurídico
657;Rejilla de Retorno;33667028;DNI;Natural
658;Rejilla Rotacional;3092511;RUC;Jurídico
659;Filtro Metálico;34979073;RUC;Jurídico
660;Fan Coil;23615707;RUC;Jurídico
661;Cortina de Aire ;83982511;DNI;Natural
662;Split Piso Techo;66797451;RUC;Jurídico
663;Split Pared;3143145;DNI;Natural
664;VRV;99870859;RUC;Jurídico
665;Ventilador Industrial;49902820;RUC;Jurídico
666;Split Piso Techo;37268911;RUC;Jurídico
667;Helicocentrífugo Silent  ;81461441;RUC;Jurídico
668;Ventana;75625068;DNI;Natural
669;Rejilla 2 vías;1641907;RUC;Jurídico
670;Cassette;84589586;DNI;Natural
671;Termostatos;96644923;RUC;Jurídico
672;Tipo Paquete;44519781;DNI;Natural
673;VRV;35350610;DNI;Natural
674;Visor Líquido;64736064;DNI;Natural
675;Cassette;73955755;RUC;Jurídico
676;Split Ducto;37170898;RUC;Jurídico
677;Ducto Rectangular;86013124;DNI;Natural
678;Ventana;63666196;RUC;Jurídico
679;VRF;60332181;RUC;Jurídico
680;Helicocentrífugo Residencial;88620917;DNI;Natural
681;Ventilador Industrial;72004469;RUC;Jurídico
682;Helicocentrífugo Residencial;67489405;DNI;Natural
683;Ducto Rectangular;99321858;RUC;Jurídico
684;Ventilador Centrífugo;83775340;DNI;Natural
685;Split Piso Techo;11678372;RUC;Jurídico
686;VRF;45483190;RUC;Jurídico
687;Tipo Paquete;9335792;RUC;Jurídico
688;Mangas;4496010;RUC;Jurídico
689;Split Piso Techo;38874810;DNI;Natural
690;Helicocentrífugo Silent  ;56096304;RUC;Jurídico
691;Ventana;20637599;DNI;Natural
692;Ventilador Tubular;70951502;DNI;Natural
693;Rejilla 3 vías;86915846;DNI;Natural
694;Cassette;67106989;DNI;Natural
695;Rejilla de Retorno;36315995;RUC;Jurídico
696;Tipo Paquete;21257862;DNI;Natural
697;Axial Residencial;46896252;RUC;Jurídico
698;VRV;72865823;DNI;Natural
699;Válvula de Servicio;35945471;DNI;Natural
700;Circular Residencial ;74849458;RUC;Jurídico
701;Helicocentrífugo Residencial;4341938;DNI;Natural
702;VRF;79999741;DNI;Natural
703;Termostatos;81414342;RUC;Jurídico
704;Repuestos;27456419;RUC;Jurídico
705;Rejilla Multifuncional;66312255;RUC;Jurídico
706;Filtro Deshumedecedor;26168322;RUC;Jurídico
707;Rejilla de Retorno;38169876;DNI;Natural
708;Helicocentrífugo Silent  ;80295131;DNI;Natural
709;Rejilla 1 vía;78385433;DNI;Natural
710;Ventilador Tubular;34538515;DNI;Natural
711;VRF;1238441;DNI;Natural
712;VRV;26719774;DNI;Natural
713;Filtro Metálico;46114029;DNI;Natural
714;Split Pared;53408358;DNI;Natural
715;Helicocentrífugo Comercial ;98054202;RUC;Jurídico
716;Cassette;89351495;DNI;Natural
717;Split Ducto;56547347;RUC;Jurídico
718;Ventilador Tubular;51556339;RUC;Jurídico
719;Cortina de Aire ;88309566;RUC;Jurídico
720;Cassette;91224744;RUC;Jurídico
721;Rejilla 4 vías;57907859;DNI;Natural
722;Ventana;25093140;RUC;Jurídico
723;VRF;93852273;DNI;Natural
724;Filtro de Poliester;41605835;RUC;Jurídico
725;Cortina de Aire ;32003368;DNI;Natural
726;Cinta de Aluminio;23209661;RUC;Jurídico
727;Split Pared;62099074;DNI;Natural
728;Rejilla Lineal;5871648;DNI;Natural
729;Helicocentrífugo Comercial ;89233989;DNI;Natural
730;Split Ducto;12215700;RUC;Jurídico
731;Circular Residencial ;7869662;DNI;Natural
732;Circular Residencial ;7395036;DNI;Natural
733;Helicocentrífugo Comercial ;24176423;DNI;Natural
734;Ventilador Tubular;57408841;RUC;Jurídico
735;Termostatos;76644161;RUC;Jurídico
736;Helicocentrífugo Comercial ;6508825;RUC;Jurídico
737;Termostatos;32822476;DNI;Natural
738;VRF;14729831;DNI;Natural
739;Mangas;69465951;DNI;Natural
740;VRF;7465670;RUC;Jurídico
741;Presostato;31686474;RUC;Jurídico
742;Split Ducto;80441996;RUC;Jurídico
743;Rejilla 4 vías;12282117;RUC;Jurídico
744;Cassette;65587805;DNI;Natural
745;VRV;98394976;RUC;Jurídico
746;Cinta de Aluminio;95564890;RUC;Jurídico
747;Helicocentrífugo Residencial;55632174;RUC;Jurídico
748;Ventana;36423759;DNI;Natural
749;Split Ducto;18138434;DNI;Natural
750;Rejilla Doble Deflexión;88872123;RUC;Jurídico
751;Cortina de Aire ;12834779;DNI;Natural
752;Ventilador Centrífugo;48623515;DNI;Natural
753;Ventana;94318483;DNI;Natural
754;Circular Residencial ;24912984;RUC;Jurídico
755;Split Ducto;32427362;RUC;Jurídico
756;Rejilla 1 vía;68726684;DNI;Natural
757;Ventana;49005666;RUC;Jurídico
758;Ventilador Industrial;72923860;DNI;Natural
759;VRF;23663987;DNI;Natural
760;Fan Coil;81843066;RUC;Jurídico
761;Cortina de Aire Industrial;17702410;DNI;Natural
762;Helicocentrífugo Comercial ;79806396;DNI;Natural
763;Split Ducto;5823346;DNI;Natural
764;Manguera;26775587;RUC;Jurídico
765;Helicocentrífugo Silent  ;44305311;RUC;Jurídico
766;Helicocentrífugo Comercial ;10737797;DNI;Natural
767;Ventilador Industrial;21298942;DNI;Natural
768;VRV;5376259;DNI;Natural
769;VRV;80640011;DNI;Natural
770;Tubería de Cobre;34463635;RUC;Jurídico
771;Split Piso Techo;6792163;DNI;Natural
772;Gas Refrigerante;20121918;DNI;Natural
773;Helicocentrífugo Comercial ;86599854;RUC;Jurídico
774;Rejilla Circular;83867377;RUC;Jurídico
775;Presostato;58131840;DNI;Natural
776;Ducto Rectangular;82967367;RUC;Jurídico
777;Split Piso Techo;73286044;RUC;Jurídico
778;VRF;24656890;RUC;Jurídico
779;Cassette;24610185;DNI;Natural
780;Rejilla Multifuncional;85998223;DNI;Natural
781;Gas Refrigerante;1511721;RUC;Jurídico
782;Rejilla 3 vías;88052173;DNI;Natural
783;Ventana;28530267;RUC;Jurídico
784;Tipo Paquete;91956958;RUC;Jurídico
785;Repuestos;26906142;RUC;Jurídico
786;Cassette;44511997;RUC;Jurídico
787;Ventana;34481802;DNI;Natural
788;Ventana;95541049;RUC;Jurídico
789;Ventilador Industrial;32107316;DNI;Natural
790;Circular Residencial ;47598528;RUC;Jurídico
791;Ventilador Tubular;90398205;RUC;Jurídico
792;Rejilla Doble Deflexión;84205783;DNI;Natural
793;Rejilla Lineal;82280577;RUC;Jurídico
794;Split Pared;82262251;RUC;Jurídico
795;Ventilador Centrífugo;93238681;DNI;Natural
796;VRV;36390591;DNI;Natural
797;Fan Coil;52630781;RUC;Jurídico
798;Split Piso Techo;5781873;DNI;Natural
799;Rejilla Circular;92266657;DNI;Natural
800;Rejilla Multifuncional;86028255;DNI;Natural
801;Rejilla 3 vías;76936363;DNI;Natural
802;Tipo Paquete;73468888;RUC;Jurídico
803;Rejilla Circular;30978466;DNI;Natural
804;Split Pared;7828821;RUC;Jurídico
805;Helicocentrífugo Silent  ;36791978;DNI;Natural
806;Ventilador Tubular;27724175;DNI;Natural
807;Cortina de Aire ;92948449;RUC;Jurídico
808;Split Pared;44936216;DNI;Natural
809;Ventana;26457164;DNI;Natural
810;VRF;94364029;RUC;Jurídico
811;Helicocentrífugo Silent  ;3534226;RUC;Jurídico
812;Ventana;96347342;RUC;Jurídico
813;VRV;93042722;RUC;Jurídico
814;Fan Coil;45783980;DNI;Natural
815;Helicocentrífugo Residencial;21437848;RUC;Jurídico
816;VRV;5308186;DNI;Natural
817;Tipo Paquete;24793691;DNI;Natural
818;Tipo Paquete;84050315;DNI;Natural
819;Cassette;89417227;RUC;Jurídico
820;Circular Residencial ;97282215;RUC;Jurídico
821;Split Piso Techo;49359188;RUC;Jurídico
822;VRV;80291566;DNI;Natural
823;Tipo Paquete;53995087;DNI;Natural
824;Rejilla 4 vías;15255556;DNI;Natural
825;Ventilador Tubular;65765930;DNI;Natural
826;Rejilla Rotacional;30714419;DNI;Natural
827;Ventilador Centrífugo;6768812;DNI;Natural
828;Cassette;98471273;DNI;Natural
829;Rejilla 3 vías;80847768;RUC;Jurídico
830;Ducto Rectangular;4707251;RUC;Jurídico
831;Ventana;29343622;RUC;Jurídico
832;Axial Residencial;67512963;RUC;Jurídico
833;Cortina de Aire Industrial;46697984;DNI;Natural
834;Tipo Paquete;87575930;RUC;Jurídico
835;Tipo Paquete;16282455;RUC;Jurídico
836;Fan Coil;55182461;RUC;Jurídico
837;Cassette;56263868;DNI;Natural
838;Termostatos;12974877;DNI;Natural
839;Cortina de Aire Industrial;10088066;RUC;Jurídico
840;Tipo Paquete;4170759;RUC;Jurídico
841;Cortina de Aire ;17850061;DNI;Natural
842;Cassette;67076294;DNI;Natural
843;Manguera;18042083;DNI;Natural
844;Ventilador Centrífugo;19016182;DNI;Natural
845;Tipo Paquete;62627649;DNI;Natural
846;Termostatos;95944012;DNI;Natural
847;Bomba de Condensado;29769857;RUC;Jurídico
848;Ventilador Centrífugo;85835404;RUC;Jurídico
849;Ventana;10889898;RUC;Jurídico
850;Split Ducto;77254452;RUC;Jurídico
851;Cortina de Aire Industrial;50252802;DNI;Natural
852;Presostato;20143868;RUC;Jurídico
853;Ducto Circular;2426938;RUC;Jurídico
854;Fan Coil;38876965;RUC;Jurídico
855;Fan Coil;16189938;DNI;Natural
856;Fan Coil;67109430;RUC;Jurídico
857;Axial Residencial;99810274;RUC;Jurídico
858;Helicocentrífugo Silent  ;98918625;RUC;Jurídico
859;VRV;68238603;DNI;Natural
860;Ventilador Tubular;73389768;RUC;Jurídico
861;Cortina de Aire Industrial;14018635;DNI;Natural
862;Termostatos;5398192;RUC;Jurídico
863;Ventana;72636660;RUC;Jurídico
864;Fan Coil;31724637;RUC;Jurídico
865;Split Pared;16231573;RUC;Jurídico
866;Axial Residencial;54088712;RUC;Jurídico
867;Split Pared;36576088;DNI;Natural
868;Termostatos;8495013;DNI;Natural
869;Ventana;92255057;RUC;Jurídico
870;Rejilla Multifuncional;70076520;DNI;Natural
871;Split Ducto;25544703;RUC;Jurídico
872;Helicocentrífugo Silent  ;35099030;RUC;Jurídico
873;VRV;66831778;DNI;Natural
874;VRF;35896485;DNI;Natural
875;Axial Residencial;36461458;DNI;Natural
876;VRF;73277198;RUC;Jurídico
877;VRF;84124948;RUC;Jurídico
878;Mangas;56091378;RUC;Jurídico
879;Ventilador Industrial;99661695;RUC;Jurídico
880;Split Piso Techo;41023949;RUC;Jurídico
881;Helicocentrífugo Silent  ;80022600;DNI;Natural
882;Split Pared;93103857;DNI;Natural
883;Split Ducto;36997269;RUC;Jurídico
884;Cortina de Aire ;62758221;RUC;Jurídico
885;Helicocentrífugo Comercial ;45533179;RUC;Jurídico
886;Axial Residencial;71492680;DNI;Natural
887;Cassette;20281629;DNI;Natural
888;VRV;7691037;RUC;Jurídico
889;Helicocentrífugo Comercial ;9954572;DNI;Natural
890;Rejilla Doble Deflexión;92357605;DNI;Natural
891;Gas Refrigerante;52368673;RUC;Jurídico
892;Helicocentrífugo Residencial;84228444;RUC;Jurídico
893;Ventana;35053600;RUC;Jurídico
894;Cortina de Aire ;72346051;DNI;Natural
895;Axial Residencial;87907620;DNI;Natural
896;Split Ducto;46861278;RUC;Jurídico
897;Termostatos;61273389;RUC;Jurídico
898;VRV;47389131;DNI;Natural
899;Rejilla Multifuncional;38443625;DNI;Natural
900;Ducto Rectangular;81685304;DNI;Natural
901;Split Ducto;75559185;RUC;Jurídico
902;Split Piso Techo;10158818;DNI;Natural
903;Ventilador Industrial;35181847;DNI;Natural
904;Termostatos;25713894;DNI;Natural
905;Ventilador Centrífugo;2373964;DNI;Natural
906;Termostatos;15336772;DNI;Natural
907;Cortina de Aire Industrial;33950305;RUC;Jurídico
908;Ventilador Industrial;52239575;RUC;Jurídico
909;Split Pared;92331913;DNI;Natural
910;VRV;84610294;RUC;Jurídico
911;Split Ducto;94414114;DNI;Natural
912;Ventilador Tubular;58100258;DNI;Natural
913;Cortina de Aire ;28030825;RUC;Jurídico
914;Rejilla 1 vía;2734818;DNI;Natural
915;Ventana;80476124;RUC;Jurídico
916;Tubería de Cobre;63301329;RUC;Jurídico
917;Rejilla Circular;15768286;RUC;Jurídico
918;Ventana;74581223;DNI;Natural
919;Cassette;56285949;DNI;Natural
920;Split Ducto;88984449;RUC;Jurídico
921;Split Piso Techo;1276826;RUC;Jurídico
922;VRV;60612462;RUC;Jurídico
923;Cinta de Aluminio;18337140;DNI;Natural
924;Filtro Hepa;32019816;RUC;Jurídico
925;Ventilador Industrial;84983658;DNI;Natural
926;Circular Residencial ;6598740;DNI;Natural
927;Ventana;26152690;DNI;Natural
928;Cassette;85795258;DNI;Natural
929;Split Ducto;87835196;DNI;Natural
930;Rejilla 1 vía;42084295;RUC;Jurídico
931;Tipo Paquete;30429947;RUC;Jurídico
932;VRF;76029814;RUC;Jurídico
933;Split Piso Techo;1785331;DNI;Natural
934;Ventilador Industrial;92945601;RUC;Jurídico
935;Rejilla Rotacional;2470237;RUC;Jurídico
936;Split Pared;88288290;RUC;Jurídico
937;Circular Residencial ;25664252;DNI;Natural
938;Cortina de Aire Industrial;59090619;RUC;Jurídico
939;Circular Residencial ;76767537;DNI;Natural
940;Split Pared;16604777;DNI;Natural
941;Cortina de Aire ;13907281;DNI;Natural
